ID,ride_time,ride_lat,ride_lon,alight_lat,alight_lon,dispatch_time,type
4925,1336,37.44534867,127.16217738,37.39472036,127.12183021,0,0
4926,1338,37.39587021,127.11061096,37.36243439,127.10593414,0,0
4927,1330,37.41227722,127.12835693,37.47215652,127.14723206,0,0
4928,1333,37.39191463,127.10976557,37.36289294,127.15518553,0,0
4929,1327,37.39110206,127.08280302,37.34545429,127.17629501,0,0
4930,1347,37.43021481,127.12920391,37.44188752,127.1434658,0,0
4931,1321,37.39387838,127.11057517,37.27529242,127.13701285,0,0
4932,1343,37.40491486,127.15207672,37.42921829,127.13156891,0,0
4933,1320,37.43281379,127.12909909,37.64240891,127.06733201,0,0
4934,1331,37.41228104,127.12698364,37.36695099,127.16138458,0,0
4935,1327,37.367733,127.1420517,37.27102661,127.22013855,0,0
4936,1320,37.39598083,127.11102295,37.50875473,127.12294006,0,0
4937,1344,37.43591396,127.16383573,37.44769763,127.14408238,0,0
4938,1323,37.39525456,127.1096732,37.20295533,127.04083764,0,0
4939,1326,37.56312943,127.19278717,37.44603729,127.14784241,0,0
4940,1342,37.41315181,127.12953407,37.43502365,127.22175594,0,0
4941,1330,37.40240903,127.10855573,37.17521541,127.10369731,0,0
4942,1339,37.39141741,127.10955568,37.33251744,127.09359045,0,0
4943,1348,37.43305206,127.12967682,37.42890549,127.15267944,0,0
4944,1337,37.39437808,127.11281184,37.29014289,127.04519436,0,0
4945,1346,37.33935732,127.10893537,37.39512706,127.10648045,0,0
4946,1346,37.43313193,127.13069283,37.43781162,127.16600341,0,0
4947,1332,37.33800125,127.10970306,37.24120331,127.03481293,0,0
4948,1330,37.3951416,127.10934448,37.4702301,126.80590057,0,0
4949,1332,37.39366913,127.11166382,37.45397186,126.91042328,0,0
4950,1342,37.36336517,127.10647583,37.31850052,127.08971405,0,0
4951,1355,37.44104193,127.14758501,37.44356143,127.14066811,0,0
4952,1327,37.4024353,127.10848236,37.24694061,127.02826691,0,0
4953,1338,37.45983028,127.12668552,37.61095813,127.13199249,0,0
4954,1327,37.50589752,127.0528717,37.39053345,127.11168671,0,0
4955,1341,37.39532729,127.10967323,37.19439934,127.07007338,0,0
4956,1347,37.36728524,127.10595216,37.42853531,127.1507058,0,0
4957,1353,37.35049221,127.10901344,37.35892659,127.12676807,0,0
4958,1333,37.40239393,127.10655471,37.56842864,127.06831633,0,0
4959,1348,37.36629775,127.10808809,37.3725806,127.1391849,0,0
4960,1349,37.41086197,127.12851715,37.3588562,127.14617157,0,0
4961,1351,37.41232654,127.12810852,37.45062079,127.13731937,0,0
4962,1335,37.50065925,127.04067591,37.4284968,127.14866243,0,0
4963,1327,37.52912903,126.91871643,37.408535,127.12571716,0,0
4964,1350,37.43156815,127.20783997,37.4460907,127.15761566,0,0
4965,1316,37.41017111,127.12601531,37.11632301,126.90542007,0,0
4966,1347,37.36618805,127.10792542,37.33325958,127.12526703,0,0
4967,1356,37.44489774,127.14399057,37.43834701,127.13077547,0,0
4968,1344,37.43354649,127.13279907,37.41519484,127.24455442,0,0
4969,1328,37.40095164,127.11156092,37.21196743,126.96996107,0,0
4970,1353,37.44041443,127.14560699,37.4336586,127.16423035,0,0
4971,1337,37.43147278,127.1290741,37.30386734,127.47016144,0,0
4972,1348,37.33901596,127.11025238,37.37685776,127.14160919,0,0
4973,1359,37.44145675,127.16371519,37.44451996,127.14832567,0,0
4974,1346,37.38969421,127.07250214,37.44217682,127.14763641,0,0
4975,1340,37.41254044,127.12686157,37.30999374,127.13274384,0,0
4976,1359,37.39955924,127.10641579,37.3962321,127.11137956,0,0
4977,1350,37.43127633,127.15633866,37.37860315,127.11538169,0,0
4978,1359,37.41234142,127.12910252,37.40994904,127.1149062,0,0
4979,1330,37.39529674,127.10967045,37.44504722,126.64882083,0,0
4980,1333,37.39708328,127.11170197,37.16768646,127.11014557,0,0
4981,1357,37.3663826,127.10791016,37.36450195,127.07009125,0,0
4982,1348,37.49369812,127.02992249,37.39991379,127.1104126,0,0
4983,1354,37.43045044,127.12919617,37.40856552,127.25912476,0,0
4984,1362,37.38275528,127.15189362,37.38685608,127.12602234,0,0
4985,1303,37.44625536,127.16521755,36.85378036,127.43471745,0,0
4986,1346,37.50807098,127.03648081,37.3843538,127.10773792,0,0
4987,1331,37.39537451,127.10967045,37.59181132,127.01429508,0,0
4988,1345,37.37168121,127.11414337,37.44773102,127.144104,0,0
4989,1342,37.51139069,127.10729218,37.36774445,127.10604095,0,0
4990,1360,37.431427,127.12908173,37.43602371,127.16070557,0,0
4991,1346,37.39762497,127.11016083,37.28289413,127.15721893,0,0
4992,1324,37.3962293,127.11082616,37.6241489,126.83912343,0,0
4993,1365,37.43344678,127.13229188,37.44566087,127.13449194,0,0
4994,1350,37.35043335,127.10884857,37.28472519,127.16376495,0,0
4995,1363,37.38636399,127.12295288,37.36417928,127.10809728,0,0
4996,1349,37.34975233,127.11552166,37.29275912,127.07153889,0,0
4997,1361,37.40981674,127.13040161,37.44749451,127.15447235,0,0
4998,1354,37.40241041,127.10873192,37.30906144,126.98472069,0,0
4999,1371,37.44039917,127.16262054,37.44157791,127.17713165,0,0
5000,1369,37.4428297,127.14754165,37.45624622,127.16499188,0,0
5001,1368,37.39663551,127.11188724,37.38866605,127.12577309,0,0
5002,1350,37.52407074,127.02828979,37.37294769,127.1115036,0,0
5003,1366,37.37925495,127.13740793,37.39047332,127.11422714,0,0
5004,1351,37.35001178,127.11066339,37.41135329,127.21487772,0,0
5005,1349,37.3952508,127.10967325,37.3908087,126.97146388,0,0
5006,1361,37.39623032,127.11102887,37.39424599,127.06176911,0,0
5007,1366,37.37866974,127.11549377,37.35196304,127.11372375,0,0
5008,1354,37.39595032,127.11097717,37.26704788,127.02178192,0,0
5009,1374,37.4427835,127.13584719,37.44095684,127.14390183,0,0
5010,1326,37.39991379,127.10948181,37.6525383,126.90175629,0,0
5011,1372,37.43057547,127.12943632,37.44958085,127.13382331,0,0
5012,1371,37.43038596,127.1294545,37.45585544,127.13463211,0,0
5013,1369,37.45843838,127.12671969,37.43348636,127.13249497,0,0
5014,1354,37.41469457,127.13920732,37.27129894,127.08201099,0,0
5015,1354,37.39602661,127.11126709,37.20560455,127.11084747,0,0
5016,1378,37.44054031,127.16273499,37.44574356,127.16335297,0,0
5017,1362,37.43484497,127.13820648,37.35982132,127.16429138,0,0
5018,1352,37.25854111,127.04507446,37.37353134,127.12306213,0,0
5019,1372,37.40150452,127.11832428,37.44025421,127.12780762,0,0
5020,1365,37.47378159,127.14331818,37.44804382,127.15474701,0,0
5021,1343,37.4123447,127.12901545,37.51121264,126.83616729,0,0
5022,1364,37.45869827,127.12664032,37.40747833,127.14802551,0,0
5023,1377,37.34192276,127.1088028,37.3508606,127.11631775,0,0
5024,1381,37.43610874,127.14105156,37.43631422,127.14943159,0,0
5025,1373,37.43362863,127.13510857,37.41756103,127.20419048,0,0
5026,1372,37.3633728,127.10726929,37.31361008,127.08377075,0,0
5027,1376,37.43558645,127.16165167,37.4516066,127.16696221,0,0
5028,1373,37.43284942,127.12285461,37.36521927,127.067744,0,0
5029,1368,37.42946023,127.2379234,37.44615693,127.13955095,0,0
5030,1376,37.38026819,127.11705005,37.36983508,127.14600487,0,0
5031,1373,37.41323853,127.13034821,37.33776855,127.09637451,0,0
5032,1381,37.44788361,127.14526367,37.44127274,127.13580322,0,0
5033,1359,37.36510849,127.10796356,37.59495544,127.14009094,0,0
5034,1383,37.44036484,127.14562225,37.44630814,127.16575623,0,0
5035,1349,37.40977478,127.13030243,37.15937424,127.17153931,0,0
5036,1373,37.40021017,127.11748982,37.43180669,127.20517789,0,0
5037,1384,37.44545746,127.15635681,37.43904877,127.13811493,0,0
5038,1369,37.36469588,127.10746319,37.45081285,127.14657086,0,0
5039,1369,37.38744736,127.12300873,37.30825806,127.08013916,0,0
5040,1378,37.36010361,127.11327362,37.31798935,127.09818268,0,0
5041,1351,37.359912,127.1069406,37.38580158,126.66764755,0,0
5042,1383,37.38879639,127.12350322,37.36886592,127.11868984,0,0
5043,1333,37.4016402,127.10966922,37.8983632,127.04913701,0,0
5044,1380,37.38668442,127.12518311,37.35892105,127.14840698,0,0
5045,1386,37.45994186,127.16598511,37.44593811,127.1638031,0,0
5046,1373,37.36343115,127.10764286,37.44983528,127.13469666,0,0
5047,1373,37.39990616,127.1088562,37.32135773,127.07883453,0,0
5048,1370,37.38441409,127.12463044,37.26886121,127.15237621,0,0
5049,1382,37.3506012,127.10869598,37.3687706,127.12436676,0,0
5050,1384,37.42911662,127.13125974,37.44183193,127.13994059,0,0
5051,1386,37.38281631,127.1212616,37.43590546,127.13853455,0,0
5052,1378,37.44295883,127.1784668,37.38848495,127.12303925,0,0
5053,1379,37.38445991,127.12354954,37.35882369,127.12516164,0,0
5054,1365,37.24570847,127.05843353,37.37359238,127.11602783,0,0
5055,1383,37.36564636,127.1078949,37.30314255,127.10881805,0,0
5056,1369,37.44920731,127.12651825,37.26000977,126.96237183,0,0
5057,1382,37.44571753,127.13300581,37.46254682,127.1706661,0,0
5058,1388,37.41232575,127.12826855,37.3962094,127.13421966,0,0
5059,1385,37.44837136,127.14536601,37.45888772,127.16514466,0,0
5060,1374,37.38763046,127.12482452,37.28182602,127.1111145,0,0
5061,1391,37.44578552,127.16335297,37.46067429,127.16671753,0,0
5062,1385,37.43288803,127.12885284,37.35211945,127.10605621,0,0
5063,1393,37.44246785,127.15221305,37.43341074,127.15961371,0,0
5064,1388,37.41124762,127.09487728,37.3687168,127.11846617,0,0
5065,1388,37.32646179,127.11303711,37.37789154,127.1113739,0,0
5066,1395,37.36928957,127.11162754,37.36484061,127.10746319,0,0
5067,1370,37.23951152,127.05594317,37.36343112,127.10628702,0,0
5068,1378,37.35990319,127.10634106,37.44693218,127.15938516,0,0
5069,1390,37.43225947,127.12921705,37.44788301,127.16864056,0,0
5070,1381,37.35015488,127.11009979,37.44935989,127.16637421,0,0
5071,1392,37.44266129,127.13596344,37.41867447,127.13056183,0,0
5072,1374,37.39974976,127.10853577,37.22601318,126.97051239,0,0
5073,1387,37.4317894,127.12898254,37.38444138,127.20392609,0,0
5074,1390,37.44618225,127.16467285,37.46809387,127.12744904,0,0
5075,1395,37.43334841,127.16024606,37.45419666,127.16557701,0,0
5076,1393,37.41498947,127.1419754,37.41123962,127.19438171,0,0
5077,1387,37.35033417,127.12324524,37.31367493,127.08215332,0,0
5078,1388,37.41070938,127.26041412,37.42878723,127.14350128,0,0
5079,1386,37.39977646,127.10842896,37.31689072,127.08776855,0,0
5080,1396,37.44206022,127.14338424,37.44576379,127.16529132,0,0
5081,1392,37.3829155,127.12114716,37.33304977,127.11082458,0,0
5082,1387,37.39795685,127.29219055,37.46298599,127.16941833,0,0
5083,1384,37.40484619,127.09999847,37.27170563,127.09304047,0,0
5084,1396,37.34575272,127.10012054,37.35093689,127.123703,0,0
5085,1397,37.4312439,127.1293335,37.44878387,127.13108063,0,0
5086,1375,37.43037849,127.12945526,37.47735881,126.81550294,0,0
5087,1399,37.4506958,127.15950187,37.42886565,127.14930873,0,0
5088,1392,37.49127702,127.08799842,37.36495581,127.11550606,0,0
5089,1395,37.44575839,127.16342429,37.44531881,127.16208691,0,0
5090,1382,37.39376915,127.1113973,37.3779201,127.2304505,0,0
5091,1384,37.39978409,127.10850525,37.19390869,127.07605743,0,0
5092,1399,37.43233226,127.12893902,37.43111439,127.0983622,0,0
5093,1384,37.40111542,127.10604095,37.23441696,127.0446701,0,0
5094,1400,37.44811135,127.15821833,37.43000688,127.12959209,0,0
5095,1403,37.45124435,127.16757965,37.44103241,127.14742279,0,0
5096,1382,37.44514465,127.16305542,37.50215149,127.09960175,0,0
5097,1400,37.36415504,127.10689319,37.32596536,127.10291029,0,0
5098,1404,37.35000229,127.10700226,37.33299637,127.09762573,0,0
5099,1382,37.25891876,127.03199768,37.4068985,127.14316559,0,0
5100,1382,37.4021492,127.11180115,37.1717186,127.11949921,0,0
5101,1392,37.39510345,127.10936737,37.39727783,126.96118164,0,0
5102,1403,37.3658738,127.1080881,37.35683483,127.12430612,0,0
5103,1400,37.35064316,127.10791016,37.27950668,127.15103149,0,0
5104,1394,37.37254153,127.14679482,37.45703713,127.16355838,0,0
5105,1407,37.36787925,127.10595133,37.38042443,127.11686519,0,0
5106,1401,37.26932602,127.08966344,37.40397622,127.10846551,0,0
5107,1407,37.39986038,127.11052704,37.38858414,127.12319946,0,0
5108,1401,37.45215988,127.15988922,37.47895432,127.14768219,0,0
5109,1409,37.44492688,127.15853182,37.42665908,127.14696177,0,0
5110,1392,37.40065384,127.10379791,37.28750992,127.05776215,0,0
5111,1392,37.44526666,127.16192892,37.3451496,126.98909108,0,0
5112,1409,37.43149,127.12932609,37.4472076,127.13802107,0,0
5113,1408,37.4024098,127.11158943,37.41431076,127.11801441,0,0
5114,1407,37.4030838,127.10782623,37.37656021,127.13700104,0,0
5115,1396,37.43639238,127.138664,37.35486168,127.16319696,0,0
5116,1413,37.4360733,127.1410675,37.44227219,127.13659668,0,0
5117,1407,37.43215942,127.12914276,37.4397316,127.16085815,0,0
5118,1411,37.45738983,127.12698364,37.44826889,127.13056183,0,0
5119,1410,37.46315765,127.16783142,37.44459534,127.14115143,0,0
5120,1397,37.34946619,127.10787668,37.25374244,127.07350003,0,0
5121,1400,37.27516556,127.11307526,37.36494446,127.13041687,0,0
5122,1397,37.38332748,127.12162781,37.43930054,126.99599457,0,0
5123,1413,37.45314732,127.16211535,37.44512227,127.16826891,0,0
5124,1414,37.43187912,127.12927121,37.44271943,127.14308183,0,0
5125,1388,37.5707862,126.98092353,37.35134928,127.10720626,0,0
5126,1412,37.44042286,127.14985617,37.43275196,127.16897883,0,0
5127,1416,37.44763986,127.13950721,37.45078607,127.1472792,0,0
5128,1413,37.4132843,127.13043213,37.42757034,127.095047,0,0
5129,1391,37.40226364,127.11175537,37.48246765,126.80715179,0,0
5130,1410,37.39762897,127.11283674,37.36590166,127.1080881,0,0
5131,1411,37.4334917,127.13252239,37.46588752,127.13588672,0,0
5132,1403,37.36549759,127.10796356,37.29009628,127.04507446,0,0
5133,1413,37.44140625,127.13369751,37.44655609,127.16696167,0,0
5134,1387,37.39597767,127.11092375,37.59387397,126.75847254,0,0
5135,1399,37.38776016,127.12360382,37.30279922,127.0745697,0,0
5136,1399,37.52964701,126.92085166,37.39136869,127.06769266,0,0
5137,1413,37.38043942,127.11684783,37.36783894,127.10712805,0,0
5138,1416,37.44019763,127.14555492,37.45890837,127.16255591,0,0
5139,1396,37.33833739,127.11028866,37.27255532,127.12240792,0,0
5140,1420,37.44290856,127.14299175,37.44233563,127.1311139,0,0
5141,1405,37.36497498,127.12628937,37.35961533,127.21864319,0,0
5142,1401,37.48578262,126.98445892,37.40262222,127.09104156,0,0
5143,1399,37.3407135,127.10968018,37.17237854,127.10469055,0,0
5144,1408,37.43284225,127.15602112,37.4517746,127.1655426,0,0
5145,1409,37.40197878,127.11176173,37.44725296,127.14813125,0,0
5146,1422,37.35045125,127.10901345,37.36313876,127.10597907,0,0
5147,1416,37.43214035,127.15995026,37.45264435,127.16784668,0,0
5148,1412,37.40871429,127.13828278,37.44094086,127.14299774,0,0
5149,1421,37.44394732,127.16339997,37.42809954,127.1458519,0,0
5150,1406,37.33919322,127.10893905,37.34396257,127.17941764,0,0
5151,1411,37.43144527,127.12933152,37.37120766,127.25134897,0,0
5152,1413,37.32462311,127.09515381,37.37033463,127.09937286,0,0
5153,1413,37.43258395,127.13113562,37.40678755,127.25162899,0,0
5154,1421,37.32466507,127.10462952,37.35540009,127.11205292,0,0
5155,1424,37.44709015,127.16890717,37.45476532,127.15988159,0,0
5156,1417,37.37911494,127.11609959,37.44883712,127.1607607,0,0
5157,1419,37.35064697,127.10874939,37.40555191,127.12371063,0,0
5158,1423,37.35003754,127.10707774,37.36521809,127.06774382,0,0
5159,1420,37.38626323,127.12408617,37.43844343,127.12786163,0,0
5160,1411,37.39531325,127.10967253,37.31990016,127.08030913,0,0
5161,1413,37.38055337,127.10489672,37.37243046,127.25246319,0,0
5162,1421,37.36690521,127.12759399,37.35473633,127.14228058,0,0
5163,1423,37.36343384,127.10632324,37.33554459,127.0898819,0,0
5164,1406,37.39509492,127.11281998,37.18919033,127.12718234,0,0
5165,1415,37.38497162,127.12101746,37.38576126,127.07423401,0,0
5166,1421,37.39977646,127.1086731,37.36399078,127.10485077,0,0
5167,1426,37.40108254,127.10967446,37.38840619,127.12297866,0,0
5168,1393,37.39445057,127.10968701,37.63043862,126.82650669,0,0
5169,1429,37.36699773,127.10808807,37.37434825,127.1160138,0,0
5170,1426,37.37639618,127.14035797,37.38021088,127.12863922,0,0
5171,1404,37.20482254,127.07321167,37.36372757,127.11786652,0,0
5172,1425,37.39623325,127.11160623,37.37700637,127.14140213,0,0
5173,1415,37.2256012,127.06916046,37.39774323,127.11058044,0,0
5174,1412,37.43278885,127.15613556,37.40036011,126.97251892,0,0
5175,1430,37.45491028,127.16056824,37.45993805,127.16807556,0,0
5176,1415,37.39597675,127.11094004,37.40410998,127.24998393,0,0
5177,1421,37.47083664,127.14388275,37.43980789,127.14199829,0,0
5178,1429,37.45701218,127.12771606,37.44301987,127.14295197,0,0
5179,1425,37.44462585,127.13829803,37.43785858,127.16408539,0,0
5180,1398,37.45623275,127.16253246,37.55710977,126.94586236,0,0
5181,1410,37.33840942,127.1088562,37.24565887,127.03248596,0,0
5182,1427,37.41089035,127.12602398,37.41327547,127.12993157,0,0
5183,1399,37.39622939,127.11084477,37.64837856,126.83198031,0,0
5184,1428,37.43208144,127.13001577,37.40297993,127.11685009,0,0
5185,1430,37.35070419,127.10907745,37.37869644,127.11811829,0,0
5186,1431,37.36604265,127.1080881,37.37985172,127.12716363,0,0
5187,1424,37.36013513,127.14968159,37.37946183,127.11337481,0,0
5188,1430,37.36524332,127.10596332,37.38766866,127.12190743,0,0
5189,1426,37.44002218,127.128759,37.45661643,127.16317759,0,0
5190,1433,37.45492554,127.16381836,37.44473267,127.15319061,0,0
5191,1393,37.39548179,127.11282896,37.66917851,126.78454215,0,0
5192,1401,37.39406093,127.10969445,37.64651464,126.78161544,0,0
5193,1426,37.39531299,127.10967253,37.3448266,127.09222269,0,0
5194,1428,37.33976364,127.10852051,37.41677475,127.12659454,0,0
5195,1437,37.43234101,127.12893797,37.42988548,127.15087459,0,0
5196,1430,37.36415482,127.10633087,37.44605255,127.15796661,0,0
5197,1433,37.39479528,127.11308528,37.4127331,127.09820559,0,0
5198,1407,37.38334815,127.12158875,37.33829311,127.31862424,0,0
5199,1423,37.44256592,127.1546936,37.29892731,127.11087799,0,0
5200,1412,37.38842773,127.1233902,37.24008942,127.04208374,0,0
5201,1439,37.36639786,127.10791016,37.36441422,127.11613464,0,0
5202,1437,37.4040184,127.10972595,37.38633347,127.09246826,0,0
5203,1437,37.41226578,127.1283493,37.36457825,127.12672424,0,0
5204,1434,37.44554901,127.1568985,37.41869354,127.13049316,0,0
5205,1432,37.43933454,127.12771381,37.36897858,127.107102,0,0
5206,1423,37.40174103,127.10958862,37.30107498,127.12458038,0,0
5207,1432,37.39982339,127.10700125,37.43060621,126.90400958,0,0
5208,1437,37.41233872,127.1291744,37.44039681,127.16377033,0,0
5209,1420,37.40134183,127.11176174,37.3104809,127.40126881,0,0
5210,1435,37.35117722,127.1098938,37.28194046,127.15374756,0,0
5211,1437,37.3763237,127.11112213,37.34151077,127.09783173,0,0
5212,1422,37.2518158,127.07479858,37.38697433,127.0745697,0,0
5213,1432,37.38357598,127.12131479,37.37207607,127.29954773,0,0
5214,1435,37.40093994,127.10842133,37.35002899,127.17256165,0,0
5215,1437,37.41515861,127.26098082,37.4430724,127.16145574,0,0
5216,1431,37.42826959,127.14531243,37.40705465,126.98206619,0,0
5217,1419,37.3962272,127.11036159,37.49626987,126.75368278,0,0
5218,1437,37.52242279,127.03630829,37.4369545,127.14004517,0,0
5219,1429,37.44177318,127.14963407,37.43905082,127.13800919,0,0
5220,1437,37.44796458,127.15815398,37.33928092,127.25455021,0,0
5221,1432,37.57018703,126.98562169,37.38236662,127.13000757,0,0
5222,1435,37.4423067,127.15106533,37.49245154,127.06627781,0,0
5223,1427,37.39454269,127.10968781,37.27589798,127.00280762,0,0
5224,1428,37.43516693,127.17886235,37.51521918,127.1104782,0,0
5225,1438,37.38805732,127.12257533,37.27153261,127.12094053,0,0
5226,1427,37.35983658,127.11414337,37.35437012,126.94355774,0,0
5227,1428,37.41146131,127.1304623,37.20163394,127.08824012,0,0
5228,1438,37.37863874,127.11543093,37.25915757,127.02947031,0,0
5229,1432,37.27006032,127.09714262,37.44086274,127.13162305,0,0
5230,1426,37.3915091,127.07804953,37.52021274,126.93111926,0,0
5231,0,37.45796967,127.16407013,37.45650482,127.15540314,0,0
5232,0,37.36431885,127.10795593,37.40488434,127.12770081,0,0
5233,2,37.44175317,127.14957567,37.43501847,127.14273812,0,0
5234,0,37.43316231,127.12911035,37.45984771,127.12653395,0,0
5235,1,37.40856086,127.20610924,37.43744229,127.13338302,0,0
5236,6,37.4409853,127.13203788,37.44728339,127.13374157,0,0
5237,4,37.41324615,127.13011169,37.42035675,127.13063049,0,0
5238,4,37.43216422,127.12923062,37.40057904,127.11867919,0,0
5239,9,37.43211565,127.12923753,37.44573511,127.12673429,0,0
5240,8,37.34973145,127.10877228,37.36270523,127.10708618,0,0
5241,4,37.43579865,127.14713287,37.43913269,127.12804413,0,0
5242,6,37.44489288,127.16049957,37.43390274,127.13134003,0,0
5243,0,37.44295151,127.13576579,37.43505706,127.16595403,0,0
5244,4,37.44842911,127.1372757,37.42957687,127.13919067,0,0
5245,9,37.37722778,127.13415527,37.40797043,127.14044952,0,0
5246,7,37.38713074,127.12560272,37.41679001,127.12740326,0,0
5247,5,37.43437576,127.15875244,37.39368057,127.22742462,0,0
5248,3,37.43234253,127.12932587,37.39369965,127.22329712,0,0
5249,12,37.43869661,127.14279096,37.43355057,127.12984042,0,0
5250,6,37.43907547,127.17298126,37.43389511,127.1297226,0,0
5251,6,37.43247699,127.1289217,37.41179741,127.16285553,0,0
5252,10,37.44100962,127.13211868,37.44454685,127.14122155,0,0
5253,8,37.41170355,127.12952362,37.44242932,127.13691058,0,0
5254,9,37.46238327,127.15903473,37.44262695,127.16635895,0,0
5255,3,37.41195679,127.12949371,37.44522095,127.18035126,0,0
5256,4,37.41281128,127.14474487,37.38788986,127.08956146,0,0
5257,5,37.36556625,127.10795593,37.32183075,127.09116364,0,0
5258,5,37.41211058,127.13045963,37.33617218,127.1183587,0,0
5259,4,37.41257477,127.13491058,37.36438751,127.13119507,0,0
5260,15,37.43319454,127.1641892,37.43981386,127.14480656,0,0
5261,9,37.45058441,127.15926361,37.40394592,127.10896301,0,0
5262,8,37.41238771,127.12952439,37.43823886,127.16019261,0,0
5263,7,37.41238022,127.12911224,37.37007141,127.13894653,0,0
5264,6,37.44607185,127.16439141,37.36859707,127.11477626,0,0
5265,18,37.44789124,127.12696838,37.45123672,127.13926697,0,0
5266,14,37.37746048,127.12023926,37.4115715,127.13837433,0,0
5267,19,37.44355792,127.14065654,37.44654414,127.1383045,0,0
5268,2,37.33807596,127.11049652,37.45437214,127.12742368,0,0
5269,0,37.498304,127.02880317,37.39620523,127.11463119,0,0
5270,16,37.43909742,127.13789926,37.44536159,127.15923353,0,0
5271,8,37.36597061,127.10829163,37.43992996,127.16322327,0,0
5272,2,37.42879767,127.23910916,37.4021508,127.11685466,0,0
5273,18,37.43220139,127.12916565,37.44440079,127.14591217,0,0
5274,18,37.33806229,127.10958099,37.3294754,127.13212585,0,0
5275,22,37.47251129,127.14330292,37.46802139,127.14402008,0,0
5276,7,37.36627021,127.10808809,37.49394125,127.12004832,0,0
5277,10,37.44441986,127.15613556,37.38168716,127.23295593,0,0
5278,14,37.43227313,127.12921473,37.43890922,127.16744965,0,0
5279,9,37.40186691,127.10955048,37.44021225,127.16241455,0,0
5280,21,37.43213327,127.12923502,37.43497499,127.16424876,0,0
5281,19,37.43223626,127.12922036,37.44487219,127.16204452,0,0
5282,18,37.36553955,127.10553741,37.38861465,127.07546997,0,0
5283,19,37.44403843,127.14226193,37.46579349,127.14103903,0,0
5284,17,37.39050293,127.08026123,37.37129593,127.11366272,0,0
5285,22,37.43257141,127.13027191,37.41863251,127.13527679,0,0
5286,24,37.35010529,127.10682678,37.36729813,127.07118225,0,0
5287,21,37.37858409,127.11362553,37.41327547,127.12988744,0,0
5288,13,37.38005447,127.11893463,37.44799042,127.14048767,0,0
5289,20,37.43237827,127.12920153,37.44731534,127.13372685,0,0
5290,20,37.36659622,127.1264267,37.35577774,127.1072998,0,0
5291,13,37.38691711,127.12590027,37.30561066,127.11444092,0,0
5292,28,37.43297577,127.16429901,37.43286133,127.15606689,0,0
5293,10,37.38639129,127.12544218,37.36450489,127.31128829,0,0
5294,19,37.40914917,127.12950134,37.4481163,127.13014984,0,0
5295,25,37.45009995,127.1355896,37.44121552,127.13261414,0,0
5296,9,37.50709152,127.02301788,37.36856079,127.10664368,0,0
5297,9,37.41235733,127.126297,37.25123978,127.07643127,0,0
5298,24,37.39414978,127.12902832,37.43573761,127.13816833,0,0
5299,24,37.43465042,127.15842438,37.43241501,127.20759583,0,0
5300,14,37.43107224,127.09828949,37.44886017,127.17116547,0,0
5301,22,37.43257904,127.13036346,37.46709061,127.13015747,0,0
5302,28,37.44506728,127.16126506,37.45629186,127.16997415,0,0
5303,26,37.41230011,127.12831879,37.41452026,127.11286163,0,0
5304,28,37.4580137,127.16402414,37.44978376,127.16470636,0,0
5305,30,37.44084099,127.14704594,37.44495615,127.15828858,0,0
5306,16,37.46380615,127.12966919,37.56313324,127.06128693,0,0
5307,21,37.43673865,127.14188065,37.47887913,127.12453939,0,0
5308,21,37.44313431,127.13946533,37.43167496,127.20601654,0,0
5309,18,37.47271347,127.14594269,37.44054413,127.16222382,0,0
5310,26,37.33268356,127.10910797,37.3872261,127.11395264,0,0
5311,33,37.4411087,127.13245392,37.44373703,127.14258575,0,0
5312,30,37.41898068,127.12890178,37.44137577,127.13335933,0,0
5313,29,37.41238785,127.13051605,37.37771988,127.13041687,0,0
5314,23,37.43168259,127.130867,37.34546661,127.11081696,0,0
5315,31,37.36347306,127.12127886,37.38667146,127.12513087,0,0
5316,33,37.44987488,127.1346817,37.45399857,127.1272049,0,0
5317,26,37.38700485,127.1257782,37.34739304,127.17840576,0,0
5318,27,37.35001013,127.1085977,37.38911897,127.09758913,0,0
5319,29,37.39160156,127.11341858,37.35778046,127.15034485,0,0
5320,35,37.45743561,127.12698364,37.44459152,127.12711334,0,0
5321,34,37.44358786,127.1407552,37.44582403,127.13335576,0,0
5322,18,37.35479736,127.16575623,37.37081146,127.09406281,0,0
5323,25,37.43954086,127.16390228,37.51122665,127.1563797,0,0
5324,29,37.39308929,127.11927032,37.36500168,127.07090759,0,0
5325,33,37.44991684,127.13460541,37.45081711,127.16352844,0,0
5326,34,37.33919525,127.11626434,37.373806,127.11946869,0,0
5327,19,37.38560401,127.1203885,37.26994271,127.12864253,0,0
5328,32,37.39623397,127.11174908,37.42885813,127.14319553,0,0
5329,40,37.45642383,127.16300222,37.45790648,127.16440904,0,0
5330,37,37.41098785,127.12954712,37.41518402,127.15358734,0,0
5331,32,37.43906403,127.13798523,37.38113403,127.24200439,0,0
5332,35,37.44297265,127.13575539,37.43281892,127.13175056,0,0
5333,40,37.3914299,127.07808685,37.38228989,127.09529877,0,0
5334,33,37.43831587,127.16924849,37.44294237,127.13377779,0,0
5335,40,37.3868534,127.12596562,37.36636952,127.14204984,0,0
5336,41,37.45045471,127.12648773,37.4454155,127.13183594,0,0
5337,40,37.43244869,127.12919305,37.44903019,127.16650165,0,0
5338,34,37.38636618,127.12547009,37.38853298,127.1137166,0,0
